statecounty,county,Year,Pollutant,Unit,Average concentration
27081,"Lincoln County, Minnesota",2021,Ozone,parts per billion,39
27081,"Lincoln County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.5
27083,"Lyon County, Minnesota",2008,Ozone,parts per billion,38
27083,"Lyon County, Minnesota",2008,PM2.5,micrograms per cubic meter,9.2
27083,"Lyon County, Minnesota",2009,Ozone,parts per billion,37
27083,"Lyon County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.1
27083,"Lyon County, Minnesota",2010,Ozone,parts per billion,39
27083,"Lyon County, Minnesota",2010,PM2.5,micrograms per cubic meter,8.9
27083,"Lyon County, Minnesota",2011,Ozone,parts per billion,38
27083,"Lyon County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.4
27083,"Lyon County, Minnesota",2012,Ozone,parts per billion,39
27083,"Lyon County, Minnesota",2012,PM2.5,micrograms per cubic meter,8.9
27083,"Lyon County, Minnesota",2013,Ozone,parts per billion,39
27083,"Lyon County, Minnesota",2013,PM2.5,micrograms per cubic meter,8.2
27083,"Lyon County, Minnesota",2014,Ozone,parts per billion,37
27083,"Lyon County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.7
27083,"Lyon County, Minnesota",2015,Ozone,parts per billion,35
27083,"Lyon County, Minnesota",2015,PM2.5,micrograms per cubic meter,7
27083,"Lyon County, Minnesota",2016,Ozone,parts per billion,35
27083,"Lyon County, Minnesota",2016,PM2.5,micrograms per cubic meter,5.8
27083,"Lyon County, Minnesota",2017,Ozone,parts per billion,36
27083,"Lyon County, Minnesota",2017,PM2.5,micrograms per cubic meter,5.9
27083,"Lyon County, Minnesota",2018,Ozone,parts per billion,37
27083,"Lyon County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.4
27083,"Lyon County, Minnesota",2019,Ozone,parts per billion,38
27083,"Lyon County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.8
27083,"Lyon County, Minnesota",2020,Ozone,parts per billion,37
27083,"Lyon County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.7
27083,"Lyon County, Minnesota",2021,Ozone,parts per billion,39
27083,"Lyon County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.7
27085,"McLeod County, Minnesota",2008,Ozone,parts per billion,37
27085,"McLeod County, Minnesota",2008,PM2.5,micrograms per cubic meter,9.6
27085,"McLeod County, Minnesota",2009,Ozone,parts per billion,36
27085,"McLeod County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.5
27085,"McLeod County, Minnesota",2010,Ozone,parts per billion,37
27085,"McLeod County, Minnesota",2010,PM2.5,micrograms per cubic meter,9.1
27085,"McLeod County, Minnesota",2011,Ozone,parts per billion,38
27085,"McLeod County, Minnesota",2011,PM2.5,micrograms per cubic meter,9
27085,"McLeod County, Minnesota",2012,Ozone,parts per billion,38
27085,"McLeod County, Minnesota",2012,PM2.5,micrograms per cubic meter,9.6
27085,"McLeod County, Minnesota",2013,Ozone,parts per billion,38
27085,"McLeod County, Minnesota",2013,PM2.5,micrograms per cubic meter,8.8
27085,"McLeod County, Minnesota",2014,Ozone,parts per billion,35
27085,"McLeod County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.8
27085,"McLeod County, Minnesota",2015,Ozone,parts per billion,36
27085,"McLeod County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.1
27085,"McLeod County, Minnesota",2016,Ozone,parts per billion,34
27085,"McLeod County, Minnesota",2016,PM2.5,micrograms per cubic meter,6.3
27085,"McLeod County, Minnesota",2017,Ozone,parts per billion,35
27085,"McLeod County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.6
27085,"McLeod County, Minnesota",2018,Ozone,parts per billion,36
27085,"McLeod County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.9
27085,"McLeod County, Minnesota",2019,Ozone,parts per billion,36
27085,"McLeod County, Minnesota",2019,PM2.5,micrograms per cubic meter,6.2
27085,"McLeod County, Minnesota",2020,Ozone,parts per billion,35
27085,"McLeod County, Minnesota",2020,PM2.5,micrograms per cubic meter,6
27085,"McLeod County, Minnesota",2021,Ozone,parts per billion,38
27085,"McLeod County, Minnesota",2021,PM2.5,micrograms per cubic meter,8.1
27087,"Mahnomen County, Minnesota",2008,Ozone,parts per billion,36
27087,"Mahnomen County, Minnesota",2008,PM2.5,micrograms per cubic meter,8
27087,"Mahnomen County, Minnesota",2009,Ozone,parts per billion,35
27087,"Mahnomen County, Minnesota",2009,PM2.5,micrograms per cubic meter,8.2
27087,"Mahnomen County, Minnesota",2010,Ozone,parts per billion,37
27087,"Mahnomen County, Minnesota",2010,PM2.5,micrograms per cubic meter,7.7
27087,"Mahnomen County, Minnesota",2011,Ozone,parts per billion,36
27087,"Mahnomen County, Minnesota",2011,PM2.5,micrograms per cubic meter,7.6
27087,"Mahnomen County, Minnesota",2012,Ozone,parts per billion,36
27087,"Mahnomen County, Minnesota",2012,PM2.5,micrograms per cubic meter,8.1
27087,"Mahnomen County, Minnesota",2013,Ozone,parts per billion,36
27087,"Mahnomen County, Minnesota",2013,PM2.5,micrograms per cubic meter,7.3
27087,"Mahnomen County, Minnesota",2014,Ozone,parts per billion,34
27087,"Mahnomen County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.1
27087,"Mahnomen County, Minnesota",2015,Ozone,parts per billion,34
27087,"Mahnomen County, Minnesota",2015,PM2.5,micrograms per cubic meter,6.6
27087,"Mahnomen County, Minnesota",2016,Ozone,parts per billion,32
27087,"Mahnomen County, Minnesota",2016,PM2.5,micrograms per cubic meter,5.3
27087,"Mahnomen County, Minnesota",2017,Ozone,parts per billion,34
27087,"Mahnomen County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.2
27087,"Mahnomen County, Minnesota",2018,Ozone,parts per billion,36
27087,"Mahnomen County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.5
27087,"Mahnomen County, Minnesota",2019,Ozone,parts per billion,35
27087,"Mahnomen County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.6
27087,"Mahnomen County, Minnesota",2020,Ozone,parts per billion,34
27087,"Mahnomen County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.3
27087,"Mahnomen County, Minnesota",2021,Ozone,parts per billion,36
27087,"Mahnomen County, Minnesota",2021,PM2.5,micrograms per cubic meter,9.9
27089,"Marshall County, Minnesota",2008,Ozone,parts per billion,35
27089,"Marshall County, Minnesota",2008,PM2.5,micrograms per cubic meter,7.9
27089,"Marshall County, Minnesota",2009,Ozone,parts per billion,34
27089,"Marshall County, Minnesota",2009,PM2.5,micrograms per cubic meter,8.3
27089,"Marshall County, Minnesota",2010,Ozone,parts per billion,36
27089,"Marshall County, Minnesota",2010,PM2.5,micrograms per cubic meter,7.9
27089,"Marshall County, Minnesota",2011,Ozone,parts per billion,36
27089,"Marshall County, Minnesota",2011,PM2.5,micrograms per cubic meter,7.6
27089,"Marshall County, Minnesota",2012,Ozone,parts per billion,35
27089,"Marshall County, Minnesota",2012,PM2.5,micrograms per cubic meter,8
27089,"Marshall County, Minnesota",2013,Ozone,parts per billion,34
27089,"Marshall County, Minnesota",2013,PM2.5,micrograms per cubic meter,6.9
27089,"Marshall County, Minnesota",2014,Ozone,parts per billion,32
27089,"Marshall County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.2
27089,"Marshall County, Minnesota",2015,Ozone,parts per billion,32
27089,"Marshall County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.1
27089,"Marshall County, Minnesota",2016,Ozone,parts per billion,30
27089,"Marshall County, Minnesota",2016,PM2.5,micrograms per cubic meter,5.8
27089,"Marshall County, Minnesota",2017,Ozone,parts per billion,32
27089,"Marshall County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.7
27089,"Marshall County, Minnesota",2018,Ozone,parts per billion,35
27089,"Marshall County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.9
27089,"Marshall County, Minnesota",2019,Ozone,parts per billion,34
27089,"Marshall County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.8
27089,"Marshall County, Minnesota",2020,Ozone,parts per billion,33
27089,"Marshall County, Minnesota",2020,PM2.5,micrograms per cubic meter,6.1
27089,"Marshall County, Minnesota",2021,Ozone,parts per billion,35
27089,"Marshall County, Minnesota",2021,PM2.5,micrograms per cubic meter,8.6
27091,"Martin County, Minnesota",2008,Ozone,parts per billion,36
27091,"Martin County, Minnesota",2008,PM2.5,micrograms per cubic meter,9.9
27091,"Martin County, Minnesota",2009,Ozone,parts per billion,36
27091,"Martin County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.6
27091,"Martin County, Minnesota",2010,Ozone,parts per billion,38
27091,"Martin County, Minnesota",2010,PM2.5,micrograms per cubic meter,9.3
27091,"Martin County, Minnesota",2011,Ozone,parts per billion,38
27091,"Martin County, Minnesota",2011,PM2.5,micrograms per cubic meter,9.1
27091,"Martin County, Minnesota",2012,Ozone,parts per billion,39
27091,"Martin County, Minnesota",2012,PM2.5,micrograms per cubic meter,9.4
27091,"Martin County, Minnesota",2013,Ozone,parts per billion,38
27091,"Martin County, Minnesota",2013,PM2.5,micrograms per cubic meter,8.7
27091,"Martin County, Minnesota",2014,Ozone,parts per billion,36
27091,"Martin County, Minnesota",2014,PM2.5,micrograms per cubic meter,7.8
27091,"Martin County, Minnesota",2015,Ozone,parts per billion,36
27091,"Martin County, Minnesota",2015,PM2.5,micrograms per cubic meter,8.5
27091,"Martin County, Minnesota",2016,Ozone,parts per billion,35
27091,"Martin County, Minnesota",2016,PM2.5,micrograms per cubic meter,7.6
27091,"Martin County, Minnesota",2017,Ozone,parts per billion,36
27091,"Martin County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.9
27091,"Martin County, Minnesota",2018,Ozone,parts per billion,37
27091,"Martin County, Minnesota",2018,PM2.5,micrograms per cubic meter,7.4
27091,"Martin County, Minnesota",2019,Ozone,parts per billion,37
27091,"Martin County, Minnesota",2019,PM2.5,micrograms per cubic meter,6.6
27091,"Martin County, Minnesota",2020,Ozone,parts per billion,36
27091,"Martin County, Minnesota",2020,PM2.5,micrograms per cubic meter,6.5
27091,"Martin County, Minnesota",2021,Ozone,parts per billion,38
27091,"Martin County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.5
27093,"Meeker County, Minnesota",2008,Ozone,parts per billion,37
27093,"Meeker County, Minnesota",2008,PM2.5,micrograms per cubic meter,9.5
27093,"Meeker County, Minnesota",2009,Ozone,parts per billion,35
27093,"Meeker County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.3
27093,"Meeker County, Minnesota",2010,Ozone,parts per billion,37
27093,"Meeker County, Minnesota",2010,PM2.5,micrograms per cubic meter,9
27093,"Meeker County, Minnesota",2011,Ozone,parts per billion,37
27093,"Meeker County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.9
27093,"Meeker County, Minnesota",2012,Ozone,parts per billion,37
27093,"Meeker County, Minnesota",2012,PM2.5,micrograms per cubic meter,9.5
27093,"Meeker County, Minnesota",2013,Ozone,parts per billion,38
27093,"Meeker County, Minnesota",2013,PM2.5,micrograms per cubic meter,8.7
27093,"Meeker County, Minnesota",2014,Ozone,parts per billion,35
27093,"Meeker County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.4
27093,"Meeker County, Minnesota",2015,Ozone,parts per billion,35
27093,"Meeker County, Minnesota",2015,PM2.5,micrograms per cubic meter,6.6
27093,"Meeker County, Minnesota",2016,Ozone,parts per billion,34
27093,"Meeker County, Minnesota",2016,PM2.5,micrograms per cubic meter,5.9
27093,"Meeker County, Minnesota",2017,Ozone,parts per billion,35
27093,"Meeker County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.3
27093,"Meeker County, Minnesota",2018,Ozone,parts per billion,36
27093,"Meeker County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.7
27093,"Meeker County, Minnesota",2019,Ozone,parts per billion,36
27093,"Meeker County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.9
27093,"Meeker County, Minnesota",2020,Ozone,parts per billion,35
27093,"Meeker County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.8
27093,"Meeker County, Minnesota",2021,Ozone,parts per billion,38
27093,"Meeker County, Minnesota",2021,PM2.5,micrograms per cubic meter,8.3
27095,"Mille Lacs County, Minnesota",2008,Ozone,parts per billion,36
27095,"Mille Lacs County, Minnesota",2008,PM2.5,micrograms per cubic meter,9.5
27095,"Mille Lacs County, Minnesota",2009,Ozone,parts per billion,35
27095,"Mille Lacs County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.2
27095,"Mille Lacs County, Minnesota",2010,Ozone,parts per billion,37
27095,"Mille Lacs County, Minnesota",2010,PM2.5,micrograms per cubic meter,8.6
27095,"Mille Lacs County, Minnesota",2011,Ozone,parts per billion,36
27095,"Mille Lacs County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.8
27095,"Mille Lacs County, Minnesota",2012,Ozone,parts per billion,36
27095,"Mille Lacs County, Minnesota",2012,PM2.5,micrograms per cubic meter,9.3
27095,"Mille Lacs County, Minnesota",2013,Ozone,parts per billion,36
27095,"Mille Lacs County, Minnesota",2013,PM2.5,micrograms per cubic meter,8.8
27095,"Mille Lacs County, Minnesota",2014,Ozone,parts per billion,34
27095,"Mille Lacs County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.6
27095,"Mille Lacs County, Minnesota",2015,Ozone,parts per billion,35
27095,"Mille Lacs County, Minnesota",2015,PM2.5,micrograms per cubic meter,6.6
27095,"Mille Lacs County, Minnesota",2016,Ozone,parts per billion,33
27095,"Mille Lacs County, Minnesota",2016,PM2.5,micrograms per cubic meter,6.2
27095,"Mille Lacs County, Minnesota",2017,Ozone,parts per billion,34
27095,"Mille Lacs County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.5
27095,"Mille Lacs County, Minnesota",2018,Ozone,parts per billion,35
27095,"Mille Lacs County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.7
27095,"Mille Lacs County, Minnesota",2019,Ozone,parts per billion,35
27095,"Mille Lacs County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.7
27095,"Mille Lacs County, Minnesota",2020,Ozone,parts per billion,35
27095,"Mille Lacs County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.9
27095,"Mille Lacs County, Minnesota",2021,Ozone,parts per billion,37
27095,"Mille Lacs County, Minnesota",2021,PM2.5,micrograms per cubic meter,8.1
27097,"Morrison County, Minnesota",2008,Ozone,parts per billion,36
27097,"Morrison County, Minnesota",2008,PM2.5,micrograms per cubic meter,9
27097,"Morrison County, Minnesota",2009,Ozone,parts per billion,34
27097,"Morrison County, Minnesota",2009,PM2.5,micrograms per cubic meter,8.9
27097,"Morrison County, Minnesota",2010,Ozone,parts per billion,36
27097,"Morrison County, Minnesota",2010,PM2.5,micrograms per cubic meter,8.5
27097,"Morrison County, Minnesota",2011,Ozone,parts per billion,36
27097,"Morrison County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.4
27097,"Morrison County, Minnesota",2012,Ozone,parts per billion,36
27097,"Morrison County, Minnesota",2012,PM2.5,micrograms per cubic meter,8.9
27097,"Morrison County, Minnesota",2013,Ozone,parts per billion,36
27097,"Morrison County, Minnesota",2013,PM2.5,micrograms per cubic meter,8.5
27097,"Morrison County, Minnesota",2014,Ozone,parts per billion,34
27097,"Morrison County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.1
27097,"Morrison County, Minnesota",2015,Ozone,parts per billion,35
27097,"Morrison County, Minnesota",2015,PM2.5,micrograms per cubic meter,6.6
27097,"Morrison County, Minnesota",2016,Ozone,parts per billion,32
27097,"Morrison County, Minnesota",2016,PM2.5,micrograms per cubic meter,5.8
27097,"Morrison County, Minnesota",2017,Ozone,parts per billion,35
27097,"Morrison County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.1
27097,"Morrison County, Minnesota",2018,Ozone,parts per billion,35
27097,"Morrison County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.5
27097,"Morrison County, Minnesota",2019,Ozone,parts per billion,35
27097,"Morrison County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.5
27097,"Morrison County, Minnesota",2020,Ozone,parts per billion,34
27097,"Morrison County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.4
27097,"Morrison County, Minnesota",2021,Ozone,parts per billion,37
27097,"Morrison County, Minnesota",2021,PM2.5,micrograms per cubic meter,8.5
27099,"Mower County, Minnesota",2008,Ozone,parts per billion,38
27099,"Mower County, Minnesota",2008,PM2.5,micrograms per cubic meter,10.4
27099,"Mower County, Minnesota",2009,Ozone,parts per billion,36
27099,"Mower County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.9
27099,"Mower County, Minnesota",2010,Ozone,parts per billion,38
27099,"Mower County, Minnesota",2010,PM2.5,micrograms per cubic meter,9.7
27099,"Mower County, Minnesota",2011,Ozone,parts per billion,38
27099,"Mower County, Minnesota",2011,PM2.5,micrograms per cubic meter,9.6
27099,"Mower County, Minnesota",2012,Ozone,parts per billion,39
27099,"Mower County, Minnesota",2012,PM2.5,micrograms per cubic meter,9.6
27099,"Mower County, Minnesota",2013,Ozone,parts per billion,38
27099,"Mower County, Minnesota",2013,PM2.5,micrograms per cubic meter,9.2
27099,"Mower County, Minnesota",2014,Ozone,parts per billion,36
27099,"Mower County, Minnesota",2014,PM2.5,micrograms per cubic meter,7.9
27099,"Mower County, Minnesota",2015,Ozone,parts per billion,36
27099,"Mower County, Minnesota",2015,PM2.5,micrograms per cubic meter,8
27099,"Mower County, Minnesota",2016,Ozone,parts per billion,35
27099,"Mower County, Minnesota",2016,PM2.5,micrograms per cubic meter,7
27099,"Mower County, Minnesota",2017,Ozone,parts per billion,36
27099,"Mower County, Minnesota",2017,PM2.5,micrograms per cubic meter,7.3
27099,"Mower County, Minnesota",2018,Ozone,parts per billion,36
27099,"Mower County, Minnesota",2018,PM2.5,micrograms per cubic meter,8.3
27099,"Mower County, Minnesota",2019,Ozone,parts per billion,37
27099,"Mower County, Minnesota",2019,PM2.5,micrograms per cubic meter,7.4
27099,"Mower County, Minnesota",2020,Ozone,parts per billion,36
27099,"Mower County, Minnesota",2020,PM2.5,micrograms per cubic meter,6.6
27099,"Mower County, Minnesota",2021,Ozone,parts per billion,38
27099,"Mower County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.1
27101,"Murray County, Minnesota",2008,Ozone,parts per billion,38
27101,"Murray County, Minnesota",2008,PM2.5,micrograms per cubic meter,9.3
27101,"Murray County, Minnesota",2009,Ozone,parts per billion,37
27101,"Murray County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.2
27101,"Murray County, Minnesota",2010,Ozone,parts per billion,39
27101,"Murray County, Minnesota",2010,PM2.5,micrograms per cubic meter,8.9
27101,"Murray County, Minnesota",2011,Ozone,parts per billion,39
27101,"Murray County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.5
27101,"Murray County, Minnesota",2012,Ozone,parts per billion,40
27101,"Murray County, Minnesota",2012,PM2.5,micrograms per cubic meter,9
27101,"Murray County, Minnesota",2013,Ozone,parts per billion,40
27101,"Murray County, Minnesota",2013,PM2.5,micrograms per cubic meter,8.3
27101,"Murray County, Minnesota",2014,Ozone,parts per billion,37
27101,"Murray County, Minnesota",2014,PM2.5,micrograms per cubic meter,7.2
27101,"Murray County, Minnesota",2015,Ozone,parts per billion,35
27101,"Murray County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.5
27101,"Murray County, Minnesota",2016,Ozone,parts per billion,36
27101,"Murray County, Minnesota",2016,PM2.5,micrograms per cubic meter,6.3
27101,"Murray County, Minnesota",2017,Ozone,parts per billion,37
27101,"Murray County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.1
27101,"Murray County, Minnesota",2018,Ozone,parts per billion,37
27101,"Murray County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.4
27101,"Murray County, Minnesota",2019,Ozone,parts per billion,39
27101,"Murray County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.8
27101,"Murray County, Minnesota",2020,Ozone,parts per billion,37
27101,"Murray County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.8
27101,"Murray County, Minnesota",2021,Ozone,parts per billion,39
27101,"Murray County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.5
27103,"Nicollet County, Minnesota",2008,Ozone,parts per billion,37
27103,"Nicollet County, Minnesota",2008,PM2.5,micrograms per cubic meter,10.1
27103,"Nicollet County, Minnesota",2009,Ozone,parts per billion,36
27103,"Nicollet County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.9
27103,"Nicollet County, Minnesota",2010,Ozone,parts per billion,37
27103,"Nicollet County, Minnesota",2010,PM2.5,micrograms per cubic meter,9.6
27103,"Nicollet County, Minnesota",2011,Ozone,parts per billion,38
27103,"Nicollet County, Minnesota",2011,PM2.5,micrograms per cubic meter,9.7
27103,"Nicollet County, Minnesota",2012,Ozone,parts per billion,38
27103,"Nicollet County, Minnesota",2012,PM2.5,micrograms per cubic meter,9.9
27103,"Nicollet County, Minnesota",2013,Ozone,parts per billion,38
27103,"Nicollet County, Minnesota",2013,PM2.5,micrograms per cubic meter,9.2
27103,"Nicollet County, Minnesota",2014,Ozone,parts per billion,35
27103,"Nicollet County, Minnesota",2014,PM2.5,micrograms per cubic meter,7.7
27103,"Nicollet County, Minnesota",2015,Ozone,parts per billion,36
27103,"Nicollet County, Minnesota",2015,PM2.5,micrograms per cubic meter,8.2
27103,"Nicollet County, Minnesota",2016,Ozone,parts per billion,34
27103,"Nicollet County, Minnesota",2016,PM2.5,micrograms per cubic meter,7.5
27103,"Nicollet County, Minnesota",2017,Ozone,parts per billion,36
27103,"Nicollet County, Minnesota",2017,PM2.5,micrograms per cubic meter,7.3
27103,"Nicollet County, Minnesota",2018,Ozone,parts per billion,36
27103,"Nicollet County, Minnesota",2018,PM2.5,micrograms per cubic meter,8
27103,"Nicollet County, Minnesota",2019,Ozone,parts per billion,36
27103,"Nicollet County, Minnesota",2019,PM2.5,micrograms per cubic meter,6.9
27103,"Nicollet County, Minnesota",2020,Ozone,parts per billion,35
27103,"Nicollet County, Minnesota",2020,PM2.5,micrograms per cubic meter,6.5
27103,"Nicollet County, Minnesota",2021,Ozone,parts per billion,38
27103,"Nicollet County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.7
27105,"Nobles County, Minnesota",2008,Ozone,parts per billion,37
27105,"Nobles County, Minnesota",2008,PM2.5,micrograms per cubic meter,9.4
27105,"Nobles County, Minnesota",2009,Ozone,parts per billion,36
27105,"Nobles County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.3
27105,"Nobles County, Minnesota",2010,Ozone,parts per billion,39
27105,"Nobles County, Minnesota",2010,PM2.5,micrograms per cubic meter,9.1
27105,"Nobles County, Minnesota",2011,Ozone,parts per billion,39
27105,"Nobles County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.8
27105,"Nobles County, Minnesota",2012,Ozone,parts per billion,40
27105,"Nobles County, Minnesota",2012,PM2.5,micrograms per cubic meter,9.2
27105,"Nobles County, Minnesota",2013,Ozone,parts per billion,40
27105,"Nobles County, Minnesota",2013,PM2.5,micrograms per cubic meter,8.5
27105,"Nobles County, Minnesota",2014,Ozone,parts per billion,37
27105,"Nobles County, Minnesota",2014,PM2.5,micrograms per cubic meter,7.8
27105,"Nobles County, Minnesota",2015,Ozone,parts per billion,35
27105,"Nobles County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.9
27105,"Nobles County, Minnesota",2016,Ozone,parts per billion,36
27105,"Nobles County, Minnesota",2016,PM2.5,micrograms per cubic meter,6.5
27105,"Nobles County, Minnesota",2017,Ozone,parts per billion,37
27105,"Nobles County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.5
27105,"Nobles County, Minnesota",2018,Ozone,parts per billion,38
27105,"Nobles County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.7
27105,"Nobles County, Minnesota",2019,Ozone,parts per billion,38
27105,"Nobles County, Minnesota",2019,PM2.5,micrograms per cubic meter,6
27105,"Nobles County, Minnesota",2020,Ozone,parts per billion,37
27105,"Nobles County, Minnesota",2020,PM2.5,micrograms per cubic meter,6.3
27105,"Nobles County, Minnesota",2021,Ozone,parts per billion,39
27105,"Nobles County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.7
27107,"Norman County, Minnesota",2008,Ozone,parts per billion,35
27107,"Norman County, Minnesota",2008,PM2.5,micrograms per cubic meter,8.3
27107,"Norman County, Minnesota",2009,Ozone,parts per billion,34
27107,"Norman County, Minnesota",2009,PM2.5,micrograms per cubic meter,8.5
27107,"Norman County, Minnesota",2010,Ozone,parts per billion,36
27107,"Norman County, Minnesota",2010,PM2.5,micrograms per cubic meter,8.1
27107,"Norman County, Minnesota",2011,Ozone,parts per billion,36
27107,"Norman County, Minnesota",2011,PM2.5,micrograms per cubic meter,7.8
27107,"Norman County, Minnesota",2012,Ozone,parts per billion,36
27107,"Norman County, Minnesota",2012,PM2.5,micrograms per cubic meter,8.3
27107,"Norman County, Minnesota",2013,Ozone,parts per billion,36
27107,"Norman County, Minnesota",2013,PM2.5,micrograms per cubic meter,7.3
27107,"Norman County, Minnesota",2014,Ozone,parts per billion,34
27107,"Norman County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.1
27107,"Norman County, Minnesota",2015,Ozone,parts per billion,34
27107,"Norman County, Minnesota",2015,PM2.5,micrograms per cubic meter,6.9
27107,"Norman County, Minnesota",2016,Ozone,parts per billion,32
27107,"Norman County, Minnesota",2016,PM2.5,micrograms per cubic meter,5.6
27107,"Norman County, Minnesota",2017,Ozone,parts per billion,34
27107,"Norman County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.7
27107,"Norman County, Minnesota",2018,Ozone,parts per billion,36
27107,"Norman County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.7
27107,"Norman County, Minnesota",2019,Ozone,parts per billion,35
27107,"Norman County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.8
27107,"Norman County, Minnesota",2020,Ozone,parts per billion,34
27107,"Norman County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.8
27107,"Norman County, Minnesota",2021,Ozone,parts per billion,36
27107,"Norman County, Minnesota",2021,PM2.5,micrograms per cubic meter,9.8
27109,"Olmsted County, Minnesota",2008,Ozone,parts per billion,37
27109,"Olmsted County, Minnesota",2008,PM2.5,micrograms per cubic meter,10.6
27109,"Olmsted County, Minnesota",2009,Ozone,parts per billion,36
27109,"Olmsted County, Minnesota",2009,PM2.5,micrograms per cubic meter,10.1
27109,"Olmsted County, Minnesota",2010,Ozone,parts per billion,37
27109,"Olmsted County, Minnesota",2010,PM2.5,micrograms per cubic meter,9.9
27109,"Olmsted County, Minnesota",2011,Ozone,parts per billion,37
27109,"Olmsted County, Minnesota",2011,PM2.5,micrograms per cubic meter,10
27109,"Olmsted County, Minnesota",2012,Ozone,parts per billion,39
27109,"Olmsted County, Minnesota",2012,PM2.5,micrograms per cubic meter,9.9
27109,"Olmsted County, Minnesota",2013,Ozone,parts per billion,38
27109,"Olmsted County, Minnesota",2013,PM2.5,micrograms per cubic meter,9.4
27109,"Olmsted County, Minnesota",2014,Ozone,parts per billion,36
27109,"Olmsted County, Minnesota",2014,PM2.5,micrograms per cubic meter,7.9
27109,"Olmsted County, Minnesota",2015,Ozone,parts per billion,36
27109,"Olmsted County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.7
27109,"Olmsted County, Minnesota",2016,Ozone,parts per billion,34
27109,"Olmsted County, Minnesota",2016,PM2.5,micrograms per cubic meter,6.8
27109,"Olmsted County, Minnesota",2017,Ozone,parts per billion,36
27109,"Olmsted County, Minnesota",2017,PM2.5,micrograms per cubic meter,7.5
