statecounty,county,Year,Pollutant,Unit,Average concentration
27165,"Watonwan County, Minnesota",2015,PM2.5,micrograms per cubic meter,8.8
27165,"Watonwan County, Minnesota",2016,Ozone,parts per billion,35
27165,"Watonwan County, Minnesota",2016,PM2.5,micrograms per cubic meter,8.1
27165,"Watonwan County, Minnesota",2017,Ozone,parts per billion,36
27165,"Watonwan County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.7
27165,"Watonwan County, Minnesota",2018,Ozone,parts per billion,37
27165,"Watonwan County, Minnesota",2018,PM2.5,micrograms per cubic meter,7.2
27165,"Watonwan County, Minnesota",2019,Ozone,parts per billion,37
27165,"Watonwan County, Minnesota",2019,PM2.5,micrograms per cubic meter,6.5
27165,"Watonwan County, Minnesota",2020,Ozone,parts per billion,36
27165,"Watonwan County, Minnesota",2020,PM2.5,micrograms per cubic meter,6.3
27165,"Watonwan County, Minnesota",2021,Ozone,parts per billion,38
27165,"Watonwan County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.6
27167,"Wilkin County, Minnesota",2008,Ozone,parts per billion,36
27167,"Wilkin County, Minnesota",2008,PM2.5,micrograms per cubic meter,8.6
27167,"Wilkin County, Minnesota",2009,Ozone,parts per billion,34
27167,"Wilkin County, Minnesota",2009,PM2.5,micrograms per cubic meter,8.7
27167,"Wilkin County, Minnesota",2010,Ozone,parts per billion,36
27167,"Wilkin County, Minnesota",2010,PM2.5,micrograms per cubic meter,8.5
27167,"Wilkin County, Minnesota",2011,Ozone,parts per billion,36
27167,"Wilkin County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.1
27167,"Wilkin County, Minnesota",2012,Ozone,parts per billion,36
27167,"Wilkin County, Minnesota",2012,PM2.5,micrograms per cubic meter,8.7
27167,"Wilkin County, Minnesota",2013,Ozone,parts per billion,37
27167,"Wilkin County, Minnesota",2013,PM2.5,micrograms per cubic meter,7.6
27167,"Wilkin County, Minnesota",2014,Ozone,parts per billion,35
27167,"Wilkin County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.3
27167,"Wilkin County, Minnesota",2015,Ozone,parts per billion,34
27167,"Wilkin County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.2
27167,"Wilkin County, Minnesota",2016,Ozone,parts per billion,33
27167,"Wilkin County, Minnesota",2016,PM2.5,micrograms per cubic meter,5.6
27167,"Wilkin County, Minnesota",2017,Ozone,parts per billion,34
27167,"Wilkin County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.6
27167,"Wilkin County, Minnesota",2018,Ozone,parts per billion,36
27167,"Wilkin County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.7
27167,"Wilkin County, Minnesota",2019,Ozone,parts per billion,36
27167,"Wilkin County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.9
27167,"Wilkin County, Minnesota",2020,Ozone,parts per billion,35
27167,"Wilkin County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.7
27167,"Wilkin County, Minnesota",2021,Ozone,parts per billion,36
27167,"Wilkin County, Minnesota",2021,PM2.5,micrograms per cubic meter,9.8
27169,"Winona County, Minnesota",2008,Ozone,parts per billion,37
27169,"Winona County, Minnesota",2008,PM2.5,micrograms per cubic meter,10.7
27169,"Winona County, Minnesota",2009,Ozone,parts per billion,36
27169,"Winona County, Minnesota",2009,PM2.5,micrograms per cubic meter,10
27169,"Winona County, Minnesota",2010,Ozone,parts per billion,37
27169,"Winona County, Minnesota",2010,PM2.5,micrograms per cubic meter,9.6
27169,"Winona County, Minnesota",2011,Ozone,parts per billion,37
27169,"Winona County, Minnesota",2011,PM2.5,micrograms per cubic meter,9.4
27169,"Winona County, Minnesota",2012,Ozone,parts per billion,39
27169,"Winona County, Minnesota",2012,PM2.5,micrograms per cubic meter,9.5
27169,"Winona County, Minnesota",2013,Ozone,parts per billion,37
27169,"Winona County, Minnesota",2013,PM2.5,micrograms per cubic meter,9
27169,"Winona County, Minnesota",2014,Ozone,parts per billion,36
27169,"Winona County, Minnesota",2014,PM2.5,micrograms per cubic meter,8.3
27169,"Winona County, Minnesota",2015,Ozone,parts per billion,37
27169,"Winona County, Minnesota",2015,PM2.5,micrograms per cubic meter,8
27169,"Winona County, Minnesota",2016,Ozone,parts per billion,35
27169,"Winona County, Minnesota",2016,PM2.5,micrograms per cubic meter,6.9
27169,"Winona County, Minnesota",2017,Ozone,parts per billion,36
27169,"Winona County, Minnesota",2017,PM2.5,micrograms per cubic meter,7.5
27169,"Winona County, Minnesota",2018,Ozone,parts per billion,36
27169,"Winona County, Minnesota",2018,PM2.5,micrograms per cubic meter,8.7
27169,"Winona County, Minnesota",2019,Ozone,parts per billion,36
27169,"Winona County, Minnesota",2019,PM2.5,micrograms per cubic meter,7.9
27169,"Winona County, Minnesota",2020,Ozone,parts per billion,36
27169,"Winona County, Minnesota",2020,PM2.5,micrograms per cubic meter,7.5
27169,"Winona County, Minnesota",2021,Ozone,parts per billion,38
27169,"Winona County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.7
27171,"Wright County, Minnesota",2008,Ozone,parts per billion,36
27171,"Wright County, Minnesota",2008,PM2.5,micrograms per cubic meter,10.1
27171,"Wright County, Minnesota",2009,Ozone,parts per billion,35
27171,"Wright County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.8
27171,"Wright County, Minnesota",2010,Ozone,parts per billion,37
27171,"Wright County, Minnesota",2010,PM2.5,micrograms per cubic meter,9.5
27171,"Wright County, Minnesota",2011,Ozone,parts per billion,37
27171,"Wright County, Minnesota",2011,PM2.5,micrograms per cubic meter,9.5
27171,"Wright County, Minnesota",2012,Ozone,parts per billion,37
27171,"Wright County, Minnesota",2012,PM2.5,micrograms per cubic meter,10.1
27171,"Wright County, Minnesota",2013,Ozone,parts per billion,37
27171,"Wright County, Minnesota",2013,PM2.5,micrograms per cubic meter,9.4
27171,"Wright County, Minnesota",2014,Ozone,parts per billion,35
27171,"Wright County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.9
27171,"Wright County, Minnesota",2015,Ozone,parts per billion,35
27171,"Wright County, Minnesota",2015,PM2.5,micrograms per cubic meter,6.8
27171,"Wright County, Minnesota",2016,Ozone,parts per billion,34
27171,"Wright County, Minnesota",2016,PM2.5,micrograms per cubic meter,6.4
27171,"Wright County, Minnesota",2017,Ozone,parts per billion,35
27171,"Wright County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.8
27171,"Wright County, Minnesota",2018,Ozone,parts per billion,36
27171,"Wright County, Minnesota",2018,PM2.5,micrograms per cubic meter,7.1
27171,"Wright County, Minnesota",2019,Ozone,parts per billion,36
27171,"Wright County, Minnesota",2019,PM2.5,micrograms per cubic meter,6.3
27171,"Wright County, Minnesota",2020,Ozone,parts per billion,35
27171,"Wright County, Minnesota",2020,PM2.5,micrograms per cubic meter,6.5
27171,"Wright County, Minnesota",2021,Ozone,parts per billion,38
27171,"Wright County, Minnesota",2021,PM2.5,micrograms per cubic meter,8.8
27173,"Yellow Medicine County, Minnesota",2008,Ozone,parts per billion,37
27173,"Yellow Medicine County, Minnesota",2008,PM2.5,micrograms per cubic meter,9.3
27173,"Yellow Medicine County, Minnesota",2009,Ozone,parts per billion,36
27173,"Yellow Medicine County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.2
27173,"Yellow Medicine County, Minnesota",2010,Ozone,parts per billion,38
27173,"Yellow Medicine County, Minnesota",2010,PM2.5,micrograms per cubic meter,9
27173,"Yellow Medicine County, Minnesota",2011,Ozone,parts per billion,38
27173,"Yellow Medicine County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.5
27173,"Yellow Medicine County, Minnesota",2012,Ozone,parts per billion,38
27173,"Yellow Medicine County, Minnesota",2012,PM2.5,micrograms per cubic meter,9
27173,"Yellow Medicine County, Minnesota",2013,Ozone,parts per billion,39
27173,"Yellow Medicine County, Minnesota",2013,PM2.5,micrograms per cubic meter,8.2
27173,"Yellow Medicine County, Minnesota",2014,Ozone,parts per billion,36
27173,"Yellow Medicine County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.4
27173,"Yellow Medicine County, Minnesota",2015,Ozone,parts per billion,35
27173,"Yellow Medicine County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.2
27173,"Yellow Medicine County, Minnesota",2016,Ozone,parts per billion,35
27173,"Yellow Medicine County, Minnesota",2016,PM2.5,micrograms per cubic meter,6.1
27173,"Yellow Medicine County, Minnesota",2017,Ozone,parts per billion,36
27173,"Yellow Medicine County, Minnesota",2017,PM2.5,micrograms per cubic meter,6
27173,"Yellow Medicine County, Minnesota",2018,Ozone,parts per billion,37
27173,"Yellow Medicine County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.6
27173,"Yellow Medicine County, Minnesota",2019,Ozone,parts per billion,39
27173,"Yellow Medicine County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.9
27173,"Yellow Medicine County, Minnesota",2020,Ozone,parts per billion,37
27173,"Yellow Medicine County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.6
27173,"Yellow Medicine County, Minnesota",2021,Ozone,parts per billion,39
27173,"Yellow Medicine County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.9
